P + 316 -2111774424 
F samsrv.dll SamIFreeSidArray 000391ab 
F samsrv.dll SamIFreeVoid 00005617 
F samsrv.dll SamIFree_SAMPR_ALIAS_INFO_BUFFER 0001dcb8 
F samsrv.dll SamIFree_SAMPR_DISPLAY_INFO_BUFFER 0001dd01 
F samsrv.dll SamIFree_SAMPR_DOMAIN_INFO_BUFFER 0001dc6a 
F samsrv.dll SamIFree_SAMPR_ENUMERATION_BUFFER 0000a573 
F samsrv.dll SamIFree_SAMPR_GET_GROUPS_BUFFER 0001dc48 
F samsrv.dll SamIFree_SAMPR_GET_MEMBERS_BUFFER 0001dcdf 
F samsrv.dll SamIFree_SAMPR_GROUP_INFO_BUFFER 0001dc91 
F samsrv.dll SamIFree_SAMPR_PSID_ARRAY 00004f92 
F samsrv.dll SamIFree_SAMPR_RETURNED_USTRING_ARRAY 000064e6 
F samsrv.dll SamIFree_SAMPR_SR_SECURITY_DESCRIPTOR 0001dc48 
F samsrv.dll SamIFree_SAMPR_ULONG_ARRAY 00004f92 
F samsrv.dll SamIFree_SAMPR_USER_INFO_BUFFER 0000b999 
F samsrv.dll SamIFree_UserInternal6Information 00039170 
F samsrv.dll SamIGCLookupNames 00049d66 
F samsrv.dll SamIGCLookupSids 00049b65 
F samsrv.dll SamIGetAliasMembership 00009676 
F samsrv.dll SamIGetBootKeyInformation 0004b0c8 
F samsrv.dll SamIGetDefaultAdministratorName 00043204 
F samsrv.dll SamIGetFixedAttributes 00026b27 
F samsrv.dll SamIGetInterdomainTrustAccountPasswordsForUpgrade 0003e240 
F samsrv.dll SamIGetPrivateData 0001c851 
F samsrv.dll SamIGetResourceGroupMembershipsTransitive 00044e78 
F samsrv.dll SamIGetSerialNumberDomain 0001c6fe 
F samsrv.dll SamIGetUserLogonInformation 0000c9b8 
F samsrv.dll SamIGetUserLogonInformation2 00044e4b 
F samsrv.dll SamIGetUserLogonInformationEx 00044e1f 
F samsrv.dll SamIImpersonateNullSession 0003a2ff 
F samsrv.dll SamIIncrementPerformanceCounter 0000bc8a 
F samsrv.dll SamIInitialize 0000f6c5 
F samsrv.dll SamIIsDownlevelDcUpgrade 0004b1bb 
F samsrv.dll SamIIsExtendedSidMode 0004bed1 
F samsrv.dll SamIIsRebootAfterPromotion 0004b1c5 
F samsrv.dll SamIIsSetupInProgress 0000ce04 
F samsrv.dll SamILoadDownlevelDatabase 0004788c 
F samsrv.dll SamILoopbackConnect 00022564 
F samsrv.dll SamIMixedDomain 0002a93d 
F samsrv.dll SamIMixedDomain2 0002a974 
F samsrv.dll SamINT4UpgradeInProgress 000431ad 
F samsrv.dll SamINetLogonPing 000452ed 
F samsrv.dll SamINotifyDelta 00021870 
F samsrv.dll SamINotifyRoleChange 00028a17 
F samsrv.dll SamINotifyServerDelta 0004339e 
F samsrv.dll SamIOpenAccount 000450c7 
F samsrv.dll SamIOpenUserByAlternateId 0003df5a 
F samsrv.dll SamIPromote 00048c2f 
F samsrv.dll SamIPromoteUndo 00047859 
F samsrv.dll SamIQueryServerRole 000281b7 
F samsrv.dll SamIQueryServerRole2 00028c1e 
F samsrv.dll SamIRemoveDSNameFromAlias 00025120 
F samsrv.dll SamIRemoveDSNameFromGroup 00033656 
F samsrv.dll SamIReplaceDownlevelDatabase 0004900c 
F samsrv.dll SamIResetBadPwdCountOnPdc 00034689 
F samsrv.dll SamIRetrievePrimaryCredentials 0004d79f 
F samsrv.dll SamIRevertNullSession 0003a325 
F samsrv.dll SamISameSite 00042eb6 
F samsrv.dll SamISetAuditingInformation 000218de 
F samsrv.dll SamISetMixedDomainFlag 00028266 
F samsrv.dll SamISetPasswordForeignUser 000415e6 
F samsrv.dll SamISetPasswordForeignUser2 0004129e 
F samsrv.dll SamISetPasswordInfoOnPdc 0003580c 
F samsrv.dll SamISetPrivateData 0001cae4 
F samsrv.dll SamISetSerialNumberDomain 0001c776 
F samsrv.dll SamIStorePrimaryCredentials 0004d721 
F samsrv.dll SamIUPNFromUserHandle 00045396 
F samsrv.dll SamIUnLoadDownlevelDatabase 00045cf0 
F samsrv.dll SamIUpdateLogonStatistics 0000bfd8 
F samsrv.dll SampAbortSingleLoopbackTask 00034e41 
F samsrv.dll SampAccountControlToFlags 0003e10a 
F samsrv.dll SampAcquireSamLockExclusive 0003407c 
F samsrv.dll SampAcquireWriteLock 00010fe1 
F samsrv.dll SampCommitBufferedWrites 00042dc9 
F samsrv.dll SampConvertNt4SdToNt5Sd 0003ca4c 
F samsrv.dll SampDsChangePasswordUser 000405bd 
F samsrv.dll SampFlagsToAccountControl 0003dff5 
F samsrv.dll SampGetDefaultSecurityDescriptorForClass 0003c447 
F samsrv.dll SampGetSerialNumberDomain2 00029f7b 
F samsrv.dll SampInitializeRegistry 00027d2b 
F samsrv.dll SampInitializeSdConversion 0003ca39 
F samsrv.dll SampInvalidateDomainCache 00041604 
F samsrv.dll SampInvalidateRidRange 00037828 
F samsrv.dll SampNetLogonNotificationRequired 00042689 
F samsrv.dll SampNotifyReplicatedInChange 000427e3 
F samsrv.dll SampProcessSingleLoopbackTask 00035729 
F samsrv.dll SampReleaseSamLockExclusive 000340c0 
F samsrv.dll SampReleaseWriteLock 00011059 
F samsrv.dll SampRtlConvertUlongToUnicodeString 00006188 
F samsrv.dll SampSetSerialNumberDomain2 0002a064 
F samsrv.dll SampUsingDsData 0000dd5f 
F samsrv.dll SampWriteGroupType 00033c6f 
F samsrv.dll SamrAddMemberToAlias 000186d0 
F samsrv.dll SamrAddMemberToGroup 0001d0f5 
F samsrv.dll SamrAddMultipleMembersToAlias 00024cf4 
F samsrv.dll SamrChangePasswordUser 00020632 
F samsrv.dll SamrCloseHandle 00006f8f 
F samsrv.dll SamrCreateAliasInDomain 0001c00d 
F samsrv.dll SamrCreateGroupInDomain 0001bf3b 
F samsrv.dll SamrCreateUser2InDomain 00029edd 
F samsrv.dll SamrCreateUserInDomain 0001c25e 
F samsrv.dll SamrDeleteAlias 000184dd 
F samsrv.dll SamrDeleteGroup 0001d20e 
F samsrv.dll SamrDeleteUser 0001e5c2 
F samsrv.dll SamrEnumerateAliasesInDomain 0001c085 
F samsrv.dll SamrEnumerateDomainsInSamServer 00007c39 
F samsrv.dll SamrEnumerateGroupsInDomain 0001bfb3 
F samsrv.dll SamrEnumerateUsersInDomain 0001c2d7 
F samsrv.dll SamrGetAliasMembership 000092c9 
F samsrv.dll SamrGetGroupsForUser 000097c5 
F samsrv.dll SamrGetMembersInAlias 000189e7 
F samsrv.dll SamrGetMembersInGroup 0001d60c 
F samsrv.dll SamrGetUserDomainPasswordInformation 00020b65 
F samsrv.dll SamrLookupDomainInSamServer 000078b3 
F samsrv.dll SamrLookupIdsInDomain 000065ef 
F samsrv.dll SamrLookupNamesInDomain 00005231 
F samsrv.dll SamrOpenAlias 000180b4 
F samsrv.dll SamrOpenDomain 00006d52 
F samsrv.dll SamrOpenGroup 0001cba7 
F samsrv.dll SamrOpenUser 00007f08 
F samsrv.dll SamrQueryDisplayInformation 00009aec 
F samsrv.dll SamrQueryInformationAlias 0001810b 
F samsrv.dll SamrQueryInformationDomain 00009fef 
F samsrv.dll SamrQueryInformationGroup 0001cbfe 
F samsrv.dll SamrQueryInformationUser 000090a0 
F samsrv.dll SamrQuerySecurityObject 0000b6af 
F samsrv.dll SamrRemoveMemberFromAlias 0001885b 
F samsrv.dll SamrRemoveMemberFromForeignDomain 0001c0df 
F samsrv.dll SamrRemoveMemberFromGroup 0001d4fa 
F samsrv.dll SamrRemoveMultipleMembersFromAlias 00025222 
F samsrv.dll SamrRidToSid 00005627 
F samsrv.dll SamrSetInformationAlias 000182e2 
F samsrv.dll SamrSetInformationDomain 0001bbd2 
F samsrv.dll SamrSetInformationGroup 0001cdea 
F samsrv.dll SamrSetInformationUser 0001ea0f 
F samsrv.dll SamrSetMemberAttributesOfGroup 0001d79f 
F samsrv.dll SamrSetSecurityObject 0001e040 
F samsrv.dll SamrShutdownSamServer 0001e561 
F samsrv.dll SamrTestPrivateFunctionsDomain 0001cb9a 
F samsrv.dll SamrTestPrivateFunctionsUser 0001cb9a 
F samsrv.dll SamrUnicodeChangePasswordUser2 00040a07 
M 532 0837d000 "samsrv.dll" 743a0000 00068000 822673e0 
F cryptdll.dll CDBuildIntegrityVect 0000132b 
F cryptdll.dll CDBuildVect 00004c47 
F cryptdll.dll CDFindCommonCSystem 00004c8d 
F cryptdll.dll CDFindCommonCSystemWithKey 000013df 
F cryptdll.dll CDGenerateRandomBits 00001452 
F cryptdll.dll CDLocateCSystem 00001395 
F cryptdll.dll CDLocateCheckSum 0000204f 
F cryptdll.dll CDLocateRng 00005c9c 
F cryptdll.dll CDRegisterCSystem 00001b3a 
F cryptdll.dll CDRegisterCheckSum 00001a7d 
F cryptdll.dll CDRegisterRng 00001c54 
F cryptdll.dll MD5Final 00001495 
F cryptdll.dll MD5Init 000014a0 
F cryptdll.dll MD5Update 000018d6 
M 532 0837d000 "cryptdll.dll" 76760000 0000c000 822673e0 
F dnsapi.dll BreakRecordsIntoBlob 00016b45 
F dnsapi.dll CombineRecordsInBlob 00016b10 
F dnsapi.dll DnsAcquireContextHandle_A 0001864d 
F dnsapi.dll DnsAcquireContextHandle_W 00018618 
F dnsapi.dll DnsAddRecordSet_A 000198b0 
F dnsapi.dll DnsAddRecordSet_UTF8 00019839 
F dnsapi.dll DnsAddRecordSet_W 000198e9 
F dnsapi.dll DnsAllocateRecord 00014f72 
F dnsapi.dll DnsApiAlloc 00003769 
F dnsapi.dll DnsApiFree 00003709 
F dnsapi.dll DnsApiHeapReset 00016251 
F dnsapi.dll DnsApiRealloc 00016261 
F dnsapi.dll DnsApiSetDebugGlobals 00014fde 
F dnsapi.dll DnsAsyncRegisterHostAddrs 00009c07 
F dnsapi.dll DnsAsyncRegisterInit 0000a1e3 
F dnsapi.dll DnsAsyncRegisterTerm 0000fe5b 
F dnsapi.dll DnsCopyStringEx 00014eaf 
F dnsapi.dll DnsCreateReverseNameStringForIpAddress 00014f42 
F dnsapi.dll DnsCreateStandardDnsNameCopy 00014fee 
F dnsapi.dll DnsCreateStringCopy 00014e6f 
F dnsapi.dll DnsDhcpSrvRegisterHostName 000147b4 
F dnsapi.dll DnsDhcpSrvRegisterInit 000146c4 
F dnsapi.dll DnsDhcpSrvRegisterInitialize 0001455e 
F dnsapi.dll DnsDhcpSrvRegisterTerm 000146d1 
F dnsapi.dll DnsDowncaseDnsNameLabel 00014ffe 
F dnsapi.dll DnsExtractRecordsFromMessage_UTF8 00014fc0 
F dnsapi.dll DnsExtractRecordsFromMessage_W 00014fa2 
F dnsapi.dll DnsFindAuthoritativeZone 00015346 
F dnsapi.dll DnsFlushResolverCache 0001792e 
F dnsapi.dll DnsFlushResolverCacheEntry_A 00017a65 
F dnsapi.dll DnsFlushResolverCacheEntry_UTF8 00017a7d 
F dnsapi.dll DnsFlushResolverCacheEntry_W 00017991 
F dnsapi.dll DnsFree 00016271 
F dnsapi.dll DnsFreeConfigStructure 00012d6e 
F dnsapi.dll DnsGetBufferLengthForStringCopy 00014e7f 
F dnsapi.dll DnsGetCacheDataTable 00013244 
F dnsapi.dll DnsGetDnsServerList 00015091 
F dnsapi.dll DnsGetDomainName 00014e65 
F dnsapi.dll DnsGetIpAddressInfoList 00015fef 
F dnsapi.dll DnsGetLastFailedUpdateInfo 0001883f 
F dnsapi.dll DnsGetLocalAddrArray 000160d8 
F dnsapi.dll DnsGetLocalAddrArrayDirect 0000b037 
F dnsapi.dll DnsGetPrimaryDomainName_A 000150b1 
F dnsapi.dll DnsGlobals 00021180 
F dnsapi.dll DnsIpv6AddressToString 00014f62 
F dnsapi.dll DnsIpv6StringToAddress 00014f52 
F dnsapi.dll DnsIsAMailboxType 00014dfd 
F dnsapi.dll DnsIsStatusRcode 00014e5b 
F dnsapi.dll DnsIsStringCountValidForTextType 00014e37 
F dnsapi.dll DnsMapRcodeToStatus 00014e51 
F dnsapi.dll DnsModifyRecordSet_A 00019b16 
F dnsapi.dll DnsModifyRecordSet_UTF8 00019a49 
F dnsapi.dll DnsModifyRecordSet_W 00019b66 
F dnsapi.dll DnsModifyRecordsInSet_A 00019018 
F dnsapi.dll DnsModifyRecordsInSet_UTF8 0001903f 
F dnsapi.dll DnsModifyRecordsInSet_W 00018ff1 
F dnsapi.dll DnsNameCompareEx_A 00014d47 
F dnsapi.dll DnsNameCompareEx_UTF8 00014d65 
F dnsapi.dll DnsNameCompareEx_W 00005f07 
F dnsapi.dll DnsNameCompare_A 00014d37 
F dnsapi.dll DnsNameCompare_UTF8 0000a63b 
F dnsapi.dll DnsNameCompare_W 000034f2 
F dnsapi.dll DnsNameCopy 00014f12 
F dnsapi.dll DnsNameCopyAllocate 00014f22 
F dnsapi.dll DnsNotifyResolver 0000991e 
F dnsapi.dll DnsNotifyResolverClusterIp 00015047 
F dnsapi.dll DnsNotifyResolverEx 00017a95 
F dnsapi.dll DnsQueryConfig 00007df8 
F dnsapi.dll DnsQueryConfigAllocEx 00007da5 
F dnsapi.dll DnsQueryConfigDword 00009873 
F dnsapi.dll DnsQueryExA 000169d1 
F dnsapi.dll DnsQueryExUTF8 000169e9 
F dnsapi.dll DnsQueryExW 000169b9 
F dnsapi.dll DnsQuery_A 00016bfb 
F dnsapi.dll DnsQuery_UTF8 0000a7f6 
F dnsapi.dll DnsQuery_W 000032c7 
F dnsapi.dll DnsRecordBuild_UTF8 00014f82 
F dnsapi.dll DnsRecordBuild_W 00014f92 
F dnsapi.dll DnsRecordCompare 00014da3 
F dnsapi.dll DnsRecordCopyEx 00014dc3 
F dnsapi.dll DnsRecordListFree 00005b6b 
F dnsapi.dll DnsRecordSetCompare 00014db3 
F dnsapi.dll DnsRecordSetCopyEx 00014dd3 
F dnsapi.dll DnsRecordSetDetach 00014de3 
F dnsapi.dll DnsRecordStringForType 00014e17 
F dnsapi.dll DnsRecordStringForWritableType 00014e27 
F dnsapi.dll DnsRecordTypeForName 00014e07 
F dnsapi.dll DnsRegisterClusterAddress 00017af1 
F dnsapi.dll DnsReleaseContextHandle 00018682 
F dnsapi.dll DnsRemoveRegistrations 00012b8e 
F dnsapi.dll DnsReplaceRecordSetA 00018ee4 
F dnsapi.dll DnsReplaceRecordSetUTF8 00018e9c 
F dnsapi.dll DnsReplaceRecordSetW 00018ec0 
F dnsapi.dll DnsSetConfigDword 00012d3c 
F dnsapi.dll DnsStatusString 00014e47 
F dnsapi.dll DnsStringCopyAllocateEx 00014ee5 
F dnsapi.dll DnsUnicodeToUtf8 0001500e 
F dnsapi.dll DnsUpdate 000187a9 
F dnsapi.dll DnsUpdateTest_A 00019bb6 
F dnsapi.dll DnsUpdateTest_UTF8 00019bb6 
F dnsapi.dll DnsUpdateTest_W 00019922 
F dnsapi.dll DnsUtf8ToUnicode 0001501e 
F dnsapi.dll DnsValidateName_A 00014d93 
F dnsapi.dll DnsValidateName_UTF8 00014d83 
F dnsapi.dll DnsValidateName_W 00002a2d 
F dnsapi.dll DnsValidateUtf8Byte 0001502e 
F dnsapi.dll DnsWriteQuestionToBuffer_UTF8 00016a89 
F dnsapi.dll DnsWriteQuestionToBuffer_W 00016a01 
F dnsapi.dll DnsWriteReverseNameStringForIpAddress 00014f32 
F dnsapi.dll Dns_AddRecordsToMessage 0001740e 
F dnsapi.dll Dns_AllocateMsgBuf 000048b6 
F dnsapi.dll Dns_BuildPacket 00004f26 
F dnsapi.dll Dns_CacheSocketCleanup 00008528 
F dnsapi.dll Dns_CacheSocketInit 0000a174 
F dnsapi.dll Dns_CleanupWinsock 000084fb 
F dnsapi.dll Dns_CloseConnection 000183f7 
F dnsapi.dll Dns_CloseHostFile 00009207 
F dnsapi.dll Dns_CloseSocket 000183d6 
F dnsapi.dll Dns_CreateMulticastSocket 00018335 
F dnsapi.dll Dns_CreateSocket 0000b1d8 
F dnsapi.dll Dns_CreateSocketEx 0000b1f8 
F dnsapi.dll Dns_FindAuthoritativeZoneLib 00015134 
F dnsapi.dll Dns_GetIpAddresses 0000ae6e 
F dnsapi.dll Dns_GetLocalIpAddressArray 0000a5ee 
F dnsapi.dll Dns_GetRandomXid 00004fb5 
F dnsapi.dll Dns_InitQueryTimeouts 000074cc 
F dnsapi.dll Dns_InitializeMsgRemoteSockaddr 00017cd6 
F dnsapi.dll Dns_InitializeWinsock 0000a144 
F dnsapi.dll Dns_OpenHostFile 000090fd 
F dnsapi.dll Dns_OpenTcpConnectionAndSend 000180a1 
F dnsapi.dll Dns_ParseMessage 00004365 
F dnsapi.dll Dns_ParsePacketRecord 0001772d 
F dnsapi.dll Dns_PingAdapterServers 000182a2 
F dnsapi.dll Dns_ReadHostFileLine 0000937e 
F dnsapi.dll Dns_ReadPacketName 0000428f 
F dnsapi.dll Dns_ReadPacketNameAllocate 0001767a 
F dnsapi.dll Dns_ReadRecordStructureFromPacket 00003d0d 
F dnsapi.dll Dns_RecvTcp 00017cf8 
F dnsapi.dll Dns_ResetNetworkInfo 0001826e 
F dnsapi.dll Dns_SendAndRecvUdp 000053f6 
F dnsapi.dll Dns_SendEx 00017f30 
F dnsapi.dll Dns_SetRecordDatalength 000173a9 
F dnsapi.dll Dns_SkipPacketName 000047a9 
F dnsapi.dll Dns_SkipToRecord 000175fa 
F dnsapi.dll Dns_UpdateLib 00018479 
F dnsapi.dll Dns_UpdateLibEx 000185cf 
F dnsapi.dll Dns_WriteDottedNameToPacket 0000410c 
F dnsapi.dll Dns_WriteQuestionToMessage 000040b4 
F dnsapi.dll Dns_WriteRecordStructureToPacketEx 00017365 
F dnsapi.dll GetCurrentTimeInSeconds 00014df3 
F dnsapi.dll GetRecordsForLocalName 00004b91 
F dnsapi.dll NetInfo_Build 00008972 
F dnsapi.dll NetInfo_Clean 00003bf0 
F dnsapi.dll NetInfo_Copy 00003a27 
F dnsapi.dll NetInfo_Free 00002646 
F dnsapi.dll NetInfo_IsForUpdate 00016487 
F dnsapi.dll NetInfo_ResetServerPriorities 00005fc7 
F dnsapi.dll QueryDirectEx 00016691 
F dnsapi.dll Query_Main 000049db 
F dnsapi.dll Reg_ReadGlobalsEx 00007418 
M 532 0837d000 "dnsapi.dll" 76ef0000 00027000 822673e0 
M 532 0837d000 "ws2_32.dll" 71a20000 00017000 822673e0 
M 532 0837d000 "ws2help.dll" 71a10000 00008000 822673e0 
M 532 0837d000 "msasn1.dll" 76db0000 00012000 822673e0 
M 532 0837d000 "netapi32.dll" 5fdd0000 00054000 822673e0 
F samlib.dll SamAddMemberToAlias 0000a611 
F samlib.dll SamAddMemberToGroup 0000a091 
F samlib.dll SamAddMultipleMembersToAlias 0000a861 
F samlib.dll SamChangePasswordUser 0000b341 
F samlib.dll SamChangePasswordUser2 0000bacf 
F samlib.dll SamChangePasswordUser3 0000b9f5 
F samlib.dll SamCloseHandle 00001ef8 
F samlib.dll SamConnect 000038a9 
F samlib.dll SamConnectWithCreds 0000be39 
F samlib.dll SamCreateAliasInDomain 00009be1 
F samlib.dll SamCreateGroupInDomain 00009879 
F samlib.dll SamCreateUser2InDomain 0000bed0 
F samlib.dll SamCreateUserInDomain 00009a29 
F samlib.dll SamDeleteAlias 0000a581 
F samlib.dll SamDeleteGroup 0000a119 
F samlib.dll SamDeleteUser 0000a9a1 
F samlib.dll SamEnumerateAliasesInDomain 00009cc9 
F samlib.dll SamEnumerateDomainsInSamServer 00003c2c 
F samlib.dll SamEnumerateGroupsInDomain 00009961 
F samlib.dll SamEnumerateUsersInDomain 00009b11 
F samlib.dll SamFreeMemory 00003a4c 
F samlib.dll SamGetAliasMembership 000041d8 
F samlib.dll SamGetCompatibilityMode 0000440d 
F samlib.dll SamGetDisplayEnumerationIndex 00009d91 
F samlib.dll SamGetGroupsForUser 000042a8 
F samlib.dll SamGetMembersInAlias 0000a7a9 
F samlib.dll SamGetMembersInGroup 0000a231 
F samlib.dll SamLookupDomainInSamServer 00003aa0 
F samlib.dll SamLookupIdsInDomain 00004579 
F samlib.dll SamLookupNamesInDomain 00003f0c 
F samlib.dll SamOpenAlias 0000a391 
F samlib.dll SamOpenDomain 00003b28 
F samlib.dll SamOpenGroup 00009e39 
F samlib.dll SamOpenUser 00004084 
F samlib.dll SamQueryDisplayInformation 00004457 
F samlib.dll SamQueryInformationAlias 0000a471 
F samlib.dll SamQueryInformationDomain 000046b8 
F samlib.dll SamQueryInformationGroup 00009f19 
F samlib.dll SamQueryInformationUser 00004150 
F samlib.dll SamQuerySecurityObject 00004771 
F samlib.dll SamRemoveMemberFromAlias 0000a699 
F samlib.dll SamRemoveMemberFromForeignDomain 0000a721 
F samlib.dll SamRemoveMemberFromGroup 0000a1a9 
F samlib.dll SamRemoveMultipleMembersFromAlias 0000a901 
F samlib.dll SamRidToSid 00004350 
F samlib.dll SamSetInformationAlias 0000a4f9 
F samlib.dll SamSetInformationDomain 000097f1 
F samlib.dll SamSetInformationGroup 0000a00d 
F samlib.dll SamSetInformationUser 0000aaa2 
F samlib.dll SamSetMemberAttributesOfGroup 0000a309 
F samlib.dll SamSetSecurityObject 0000967d 
F samlib.dll SamShutdownSamServer 00009769 
F samlib.dll SamTestPrivateFunctionsDomain 00008ea2 
F samlib.dll SamTestPrivateFunctionsUser 00008ea2 
F samlib.dll SamiChangeKeys 0000bc89 
F samlib.dll SamiChangePasswordUser 0000b109 
F samlib.dll SamiChangePasswordUser2 000090ec 
F samlib.dll SamiEncryptPasswords 0000c10a 
F samlib.dll SamiGetBootKeyInformation 0000bc01 
F samlib.dll SamiLmChangePasswordUser 0000b05d 
F samlib.dll SamiOemChangePasswordUser2 00009309 
F samlib.dll SamiSetBootKeyInformation 0000bb78 
F samlib.dll SamiSetDSRMPassword 00009641 
F samlib.dll SamiSetDSRMPasswordOWF 0000965f 
M 532 0837d000 "samlib.dll" 71b70000 00013000 822673e0 
F mpr.dll I_MprSaveConn 000057b1 
F mpr.dll MultinetGetConnectionPerformanceA 0000b262 
F mpr.dll MultinetGetConnectionPerformanceW 0000489a 
F msvcp60.dll ??$?5DU?$char_traits@D@std@@N@std@@YAAAV?$basic_istream@DU?$char_traits@D@std@@@0@AAV10@AAV?$complex@N@0@@Z 0001cf9f 
F msvcp60.dll ??$?5DU?$char_traits@D@std@@O@std@@YAAAV?$basic_istream@DU?$char_traits@D@std@@@0@AAV10@AAV?$complex@O@0@@Z 0001d1f6 
F msvcp60.dll ??$?5DU?$char_traits@D@std@@V?$allocator@D@1@@std@@YAAAV?$basic_istream@DU?$char_traits@D@std@@@0@AAV10@AAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@@Z 0001c8e5 
F msvcp60.dll ??$?5GU?$char_traits@G@std@@@std@@YAAAV?$basic_istream@GU?$char_traits@G@std@@@0@AAV10@AAG@Z 00016d3f 
F msvcp60.dll ??$?5GU?$char_traits@G@std@@@std@@YAAAV?$basic_istream@GU?$char_traits@G@std@@@0@AAV10@PAF@Z 00016dde 
F msvcp60.dll ??$?5GU?$char_traits@G@std@@@std@@YAAAV?$basic_istream@GU?$char_traits@G@std@@@0@AAV10@PAG@Z 00016c18 
F msvcp60.dll ??$?5GU?$char_traits@G@std@@M@std@@YAAAV?$basic_istream@GU?$char_traits@G@std@@@0@AAV10@AAV?$complex@M@0@@Z 0001ce5d 
F msvcp60.dll ??$?5GU?$char_traits@G@std@@N@std@@YAAAV?$basic_istream@GU?$char_traits@G@std@@@0@AAV10@AAV?$complex@N@0@@Z 0001d0bc 
F msvcp60.dll ??$?5GU?$char_traits@G@std@@O@std@@YAAAV?$basic_istream@GU?$char_traits@G@std@@@0@AAV10@AAV?$complex@O@0@@Z 0001d313 
F msvcp60.dll ??$?5GU?$char_traits@G@std@@V?$allocator@G@1@@std@@YAAAV?$basic_istream@GU?$char_traits@G@std@@@0@AAV10@AAV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@0@@Z 0001cb09 
F msvcp60.dll ??$?6DU?$char_traits@D@std@@@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@0@AAV10@C@Z 0000d466 
F msvcp60.dll ??$?6DU?$char_traits@D@std@@@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@0@AAV10@D@Z 0000d319 
F msvcp60.dll ??$?6DU?$char_traits@D@std@@@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@0@AAV10@E@Z 0000d47a 
F msvcp60.dll ??$?6DU?$char_traits@D@std@@@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@0@AAV10@PBC@Z 0000d45c 
F msvcp60.dll ??$?6DU?$char_traits@D@std@@@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@0@AAV10@PBD@Z 0000d1c5 
F msvcp60.dll ??$?6DU?$char_traits@D@std@@@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@0@AAV10@PBE@Z 0000d470 
F msvcp60.dll ??$?6DU?$char_traits@D@std@@M@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@0@AAV10@ABV?$complex@M@0@@Z 0001faf3 
F msvcp60.dll ??$?6DU?$char_traits@D@std@@N@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@0@AAV10@ABV?$complex@N@0@@Z 0001fda9 
F msvcp60.dll ??$?6DU?$char_traits@D@std@@O@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@0@AAV10@ABV?$complex@O@0@@Z 00020063 
F msvcp60.dll ??$?6DU?$char_traits@D@std@@V?$allocator@D@1@@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@0@AAV10@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@@Z 0000d723 
F msvcp60.dll ??$?6GU?$char_traits@G@std@@@std@@YAAAV?$basic_ostream@GU?$char_traits@G@std@@@0@AAV10@G@Z 0000d5d7 
F msvcp60.dll ??$?6GU?$char_traits@G@std@@@std@@YAAAV?$basic_ostream@GU?$char_traits@G@std@@@0@AAV10@PBF@Z 0000d719 
F msvcp60.dll ??$?6GU?$char_traits@G@std@@@std@@YAAAV?$basic_ostream@GU?$char_traits@G@std@@@0@AAV10@PBG@Z 0000d484 
F msvcp60.dll ??$?6GU?$char_traits@G@std@@M@std@@YAAAV?$basic_ostream@GU?$char_traits@G@std@@@0@AAV10@ABV?$complex@M@0@@Z 0001fc3c 
F msvcp60.dll ??$?6GU?$char_traits@G@std@@N@std@@YAAAV?$basic_ostream@GU?$char_traits@G@std@@@0@AAV10@ABV?$complex@N@0@@Z 0001fef4 
F msvcp60.dll ??$?6GU?$char_traits@G@std@@O@std@@YAAAV?$basic_ostream@GU?$char_traits@G@std@@@0@AAV10@ABV?$complex@O@0@@Z 000201ae 
F msvcp60.dll ??$?6GU?$char_traits@G@std@@V?$allocator@G@1@@std@@YAAAV?$basic_ostream@GU?$char_traits@G@std@@@0@AAV10@ABV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@0@@Z 0000d749 
F msvcp60.dll ??$?8DU?$char_traits@D@std@@V?$allocator@D@1@@std@@YA_NABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@0@Z 00010f65 
F msvcp60.dll ??$?8DU?$char_traits@D@std@@V?$allocator@D@1@@std@@YA_NABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@PBD@Z 00010f95 
F msvcp60.dll ??$?8DU?$char_traits@D@std@@V?$allocator@D@1@@std@@YA_NPBDABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@@Z 00010f7d 
F msvcp60.dll ??$?8GU?$char_traits@G@std@@V?$allocator@G@1@@std@@YA_NABV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@0@0@Z 00011127 
